141	name	kt	name, names, named	In the Bible, the word "name" was used in several figurative ways.  * In some contexts, "name" could refer to a person's reputation, as in "let us make a name for ourselves." * The term "name" could also refer to the memory of something. For example, "cut off the names of the idols" means to destroy those idols so that they are no longer remembered or worshiped. * Speaking "in the name of God" meant speaking with his power and authority, or as his representative. * The "name" of someone could refer to the entire person, as in "there is no other name under heaven by which we must be saved." (See: metonymy)	['H5344', 'H7761', 'H8034', 'H8036', 'G2564', 'G3686', 'G3687', 'G5122']		* 1 John 02:12* 2 Timothy 02:19* Acts 04:07* Acts 04:12* Acts 09:27* Genesis 12:02* Genesis 35:10* Matthew 18:05
142	nazirite	kt	Nazirite, Nazirites, Nazirite vow	The term "Nazirite" refers to a person who has taken a "Nazirite vow." Mostly men took this vow, but women could also take it.  * A person who took the Nazirite vow agreed to not have any food or drink made from grapes for period that had been agreed upon for the fulfillment of the vow. During this period he was also not to get his hair cut and not go near a dead body. * When the required length of time had passed, and the vow had been fulfilled, the Nazirite would go to the priest and provide an offering. This would include the cutting and burning of his hair. All other restrictions would also be removed. * Samson is a well-known man in the Old Testament who was under the Nazirite vow. * The angel announcing John the Baptist's birth told Zechariah that his son would not drink strong drink, which may indicate that John was under the Nazirite vow. * According to a passage in the book of Acts the apostle Paul may also have at one time taken this vow, according to one passage in the book of Acts.  (Translation suggestions: Translate Names)   	['H5139']	 johnthebaptist, sacrifice, samson, vow, zechariahot)	* Acts 18:18-19* Amos 02:11-12* Judges 13:05* Numbers 06:1-4
143	newcovenant	kt					
144	parable	kt	parable, parables	The term "parable" usually refers to a short story or object lesson that is used to explain or teach a moral truth.  * Jesus used parables to teach his disciples. Although he also told parables to the crowds of people, he did not always explain the parable. * A parable could be used to reveal truth to his disciples while hiding that truth from people like the Pharisees who did not believe in Jesus. * The prophet Nathan told David a parable to show the king his terrible sin. * The story of the Good Samaritan is an example of a parable that is a story. Jesus' comparison of old and new wineskins is an example of a parable that was an object lesson to help the disciples understand Jesus' teachings.   	['H1819', 'H4912', 'G3850', 'G3942']	 samaria)	* Luke 05:36* Luke 06:39* Luke 08:04* Luke 08:9-10* Mark 04:01* Matthew 13:03* Matthew 13:10* Matthew 13:13
145	passover	kt	Passover	The "Passover" is the name of a religious festival that the Jews celebrate every year, to remember how God rescued their ancestors, the Israelites, from slavery in Egypt.  * The name of this festival comes from the fact that God "passed over" the houses of the Israelites and did not kill their sons when he killed the firstborn sons of the Egyptians. * The Passover celebration includes a special meal of a perfect lamb that they have killed and roasted, as well as bread made without yeast. These foods remind them of the meal that the Israelites ate the night before they escaped from Egypt. * God told the Israelites to eat this meal every year in order to remember and celebrate how God "passed over" their houses and how he set them free from slavery in Egypt.	['H6453', 'G3957']		* 1 Corinthians 05:07* 2 Chronicles 30:13-15* 2 Kings 23:23* Deuteronomy 16:02* Exodus 12:26-28* Ezra 06:21-22* John 13:01* Joshua 05:10-11* Leviticus 23:4-6* Numbers 09:03
146	pastor	kt	pastor, pastors	The term "pastor" is literally the same word as "shepherd." It is used as a title for someone who is the spiritual leader for a group of believers.  * In English Bible versions, "pastor" only occurs one time, in the book of Ephesians. It is the same word as is translated as "shepherd" elsewhere. * In some languages, the word for "pastor" is the same as the word for "shepherd." * It is also the same word as is used to refer to Jesus as the "good Shepherd."	['G4166']	 shepherd, sheep)	* Ephesians 04:11-13
147	pentecost	kt	Pentecost, Festival of Weeks	The "Festival of Weeks" was a Jewish festival that took place fifty days after Passover. It was later referred to as "Pentecost."  * The Feast of Weeks was seven weeks (fifty days) after the Feast of Firstfruits. In the New Testament times, this festival was called "Pentecost" which has "fifty" as part of its meaning. * The Festival of Weeks was held to celebrate the beginning of the grain harvest. It was also a time to remember when God first gave the Law to the Israelites on the tablets of stone given to Moses. * In the New Testament, the Day of Pentecost is especially significant because it was when the believers of Jesus received the Holy Spirit in a new way.  (Translation suggestions: How to Translate Names)   )	['H2282', 'H7620', 'G4005']	 festival, firstfruit, harvest, holyspirit, raise	* 2 Chronicles 08:12-13* Acts 02:01* Acts 20:15-16* Deuteronomy 16:16-17* Numbers 28:26
148	peopleofgod	kt	people of God, my people	The term "people of God" refers to people whom God has called out from the world to have a special relationship with him.  * When God says "my people" he is talking about the people whom he has chosen and who have a relationship with him. * God's people are chosen by him and are set apart from the world to live in a way that is pleasing to him. He also calls them his children. * In the Old Testament, "people of God" refers to the nation of Israel which was chosen by God and set apart from among the other nations of the world to serve and obey him. * In the New Testament, "people of God" especially refers to all those who believe in Jesus and are called the Church. This includes both Jews and Gentiles.	['H430', 'H5971', 'G2316', 'G2992']	 israel, peoplegroup)	* 1 Chronicles 11:02* Acts 07:34* Acts 07:51-53* Acts 10:36-38* Daniel 09:24-25* Isaiah 02:5-6* Jeremiah 06:20-22* Joel 03:16-17* Micah 06:3-5* Revelation 13:7-8
149	perish	kt	perish, perished, perishing, perishable	The term "perish" means to die or be destroyed, usually as the result of violence or other disaster. In the Bible, it especially has the meaning of being punished for eternity in hell.  * People who are "perishing" are those who are destined for hell because they have refused to believe in Jesus for their salvation. * John 3:16 teaches that "perish" means to not live eternally in heaven.	['H6', 'H7', 'H1478', 'H1820', 'H1826', 'H5486', 'H5595', 'H8045', 'G599', 'G622', 'G684', 'G853', 'G5356']	 death, eternity)	* 1 Peter 01:23* 2 Corinthians 02:16-17* 2 Thessalonians 02:10* Jeremiah 18:18* Psalms 049:18-20* Zechariah 09:5-7* Zechariah 13:08
150	pharisee	kt	Pharisee, Pharisees	The Pharisees were an important, powerful group of Jewish religious leaders in Jesus' time.  * Many of them were middle class businessmen and some of them were also priests. * Of all the Jewish leaders, the Pharisees were the most strict in obeying the Laws of Moses and other Jewish laws and traditions. * They were very concerned about keeping the Jewish people separated from the influence of the Gentiles around them. The name "Pharisee" comes from the word to "separate." * The Pharisees believed in life after death; they also believed in the existence of angels and other spiritual beings. * The Pharisees and Sadducees actively opposed Jesus and the early Christians.   	['G5330']	 council, jewishleaders, lawofmoses, sadducee)	* Acts 26:04* John 03:1-2* Luke 11:44* Matthew 03:07* Matthew 05:20* Matthew 09:11* Matthew 12:02* Matthew 12:38* Philippians 03:05
151	power	kt	power, powers, powerful, powerfully, be mastered	The term "power" refers to the ability to do things or make things happen, often using great strength. "Powers" refers to people or spirits who have great ability to cause things to happen.  * The "power of God" refers to God's ability to do everything, especially things that are not possible for people to do. * God has complete power over everything that he has created. * God gives his people power to do what he wants, so that when they heal people or do other miracles, they do this by the power of God. * Because Jesus and the Holy Spirit are also God, they have this same power.	['H410', 'H1369', 'H1370', 'H2220', 'H2393', 'H2428', 'H2632', 'H3027', 'H3581', 'H4475', 'H4910', 'H5794', 'H5797', 'H6184', 'H7980', 'H7981', 'H7983', 'H7989', 'H8592', 'H8633', 'G1411', 'G1415', 'G1754', 'G1849', 'G1850', 'G2159', 'G2478', 'G2479', 'G2904', 'G3168']	 holyspirit, jesus, miracle)	* 1 Thessalonians 01:05* Colossians 01:11-12* Genesis 31:29* Jeremiah 18:21* Jude 01:25* Judges 02:18* Luke 01:17* Luke 04:14* Matthew 26:64* Philippians 03:21* Psalm 080:02
152	pray	kt	pray, prayer, prayers, prayed	The terms "pray" and "prayer" refer to talking with God. These terms are used to refer to people trying to talk to a false god.  * People can pray silently, talking to God with their thoughts, or they can pray aloud, speaking to God with their voice. Sometimes prayers are written down, such as when David wrote his prayers in the Book of Psalms. * Prayer can include asking God for mercy, for help with a problem, and for wisdom in making decisions. * Often people ask God to heal people who are sick or who need his help in other ways. * People also thank and praise God when they are praying to him. * Praying includes confessing our sins to God and asking him to forgive us. * Talking to God is sometimes called "communing" with him as our spirit communicates with his spirit, sharing our emotions and enjoying his presence. * This term could be translated as "talking to God" or "communicating with God." The translation of this term should be able to include praying that is silent.   )	['H559', 'H577', 'H1156', 'H2470', 'H3908', 'H4994', 'H6279', 'H6293', 'H6419', 'H6739', 'H7592', 'H7879', 'H8034', 'H8605', 'G154', 'G1162', 'G1189', 'G1783', 'G2065', 'G2171', 'G2172', 'G3870', 'G4335', 'G4336']	 falsegod, forgive, praise	* 1 Thessalonians 03:09* Acts 08:24* Acts 14:26* Colossians 04:04* John 17:09* Luke 11:1* Matthew 05:43-45* Matthew 14:22-24
153	predestine	kt	predestine, predestined	The terms "predestine" and "predestined" refer to deciding or planning beforehand that something will happen.  * This term especially refers to God predestining people to receive eternal life. * Sometimes the word "foreordain" is used, which also means to decide beforehand.	['G4309']	 foreordain)	* 1 Corinthians 02:6-7
154	priest	kt	priest, priests, priesthood	In the Bible, a priest was someone who was chosen to offer sacrifices to God on behalf of God's people. The "priesthood" was the name for the office or condition of being a priest.  * In the Old Testament, God chose Aaron and his descendants to be his priests for the people of Israel. * The "priesthood" was a right and a responsibility that was passed down from father to son in the Levite clan. * The Israelite priests had the responsibility of offering the people's sacrifices to God, along with other duties in the temple. * Priests also offered regular prayers to God on behalf of his people and performed other religious rites. * The priests pronounced formal blessings on people and taught them God's laws. * In Jesus' time, there were different levels of priests, including the chief priests and the high priest. * Jesus is our "great high priest" who intercedes for us in God's presence. He offered himself as the ultimate sacrifice for sin. This means that the sacrifices made by human priests are no longer needed. * In the New Testament, every believer in Jesus is called a "priest" who can come directly to God in prayer to intercede for himself and other people. * In ancient times, there were also pagan priests who presented offerings to false gods such as Baal.	['H3547', 'H3548', 'H3549', 'H3550', 'G748', 'G749', 'G2405', 'G2406', 'G2407', 'G2409', 'G2420']	 aaron, chiefpriests, highpriest, mediator, sacrifice	* 2 Chronicles 06:41* Genesis 14:17-18* Genesis 47:22* John 01:19-21* Luke 10:31* Mark 01:44* Mark 02:25-26* Matthew 08:4* Matthew 12:04* Micah 03:9-11* Nehemiah 10:28-29* Nehemiah 10:34-36* Revelation 01:06
155	promise	kt	promise, promises, promised	A promise is a pledge to do a certain thing. When someone promises something, it means he is committing to do something.  * The Bible records many promises that God has made for his people. * Promises are an important part of formal agreements such as covenants. * A promise is often accompanied by an oath to confirm that it will be done.	['H559', 'H562', 'H1696', 'G1860', 'G1861', 'G1862', 'G3670', 'G4279']	 covenant, oath, vow)	* Galatians 03:15-16* Genesis 25:31-34* Hebrews 11:09* James 01:12* Numbers 30:02
156	promisedland	kt	Promised Land	The term "Promised Land" only occurs in the Bible stories, not the Bible text. It is an alternate way of referring to the land of Canaan which God had promised to give to Abraham and his descendants.  * When Abram was living in the city of Ur, God commanded him to go live in the land of Canaan. He and his descendants, the Israelites, lived there for many years. * When a severe famine caused there to be no food in Canaan, the Israelites moved to Egypt. * Four hundred years later, God rescued the Israelites from slavery in Egypt and brought them back to Canaan again, the land God had promised to give them.	['H776', 'H3068', 'H5414', 'H7650']	 canaan, promise	* Deuteronomy 08:1-2* Ezekiel 07:26-27
157	prophet	kt	prophet, prophets, prophecy, prophesy, seer, prophetess	A "prophet" is a man who speaks God's messages to people. A woman who does this is called a  "prophetess."   * Often prophets warned people to turn away from their sins and obey God. * A "prophecy" is the message that the prophet speaks. To "prophesy" means to speak God's messages. * Often the message of a prophecy was about something that would happen in the future. * Many prophecies in the Old Testament have already been fulfilled. * In the Bible the collection of books written by prophets are sometimes referred to as "the prophets." * For example the phrase, "the law and the prophets" is a way of referring to all the Hebrew scriptures, which are also known as the "Old Testament." * An older term for a  prophet was "seer" or "someone who sees." * Sometimes the term "seer" refers to a false prophet or to someone who practices divination.	['H2372', 'H2374', 'H4853', 'H5012', 'H5013', 'H5016', 'H5017', 'H5029', 'H5030', 'H5031', 'H5197', 'G2495', 'G4394', 'G4395', 'G4396', 'G4397', 'G4398', 'G5578']	 baal, divination, falsegod, falseprophet, fulfill, lawofmoses, vision)	* 1 Thessalonians 02:14-16* Acts 03:25* John 01:43-45* Malachi 04:4-6* Matthew 01:23* Matthew 02:18* Matthew 05:17* Psalm 051:01
158	propitiation	kt	propitiation	The term "propitiation" refers to a sacrifice that is made to satisfy or fulfill the justice of God and to appease his wrath.  * The offering of the sacrificial blood of Jesus Christ is the propitiation to God for mankind's sins. * Jesus' death on the cross appeased God's wrath against sin. This provided a way for God to look on people with favor and offer them eternal life.	['G2434', 'G2435']	 atonement, eternity, forgive, sacrifice)	* 1 John 02:02* 1 John 04:10* Romans 03:25-26
159	psalm	kt	psalm, psalms	The term "psalm" refers to a sacred song, often in the form of a poem that was written to be sung.  * The Old Testament Book of Psalms has a collection of these songs written by King David and other Israelites such as Moses, Solomon, and Asaph, among others. * The psalms were used by the nation of Israel in their worship of God. * Psalms can be used to express joy, faith, and reverence, as well as pain and sorrow. * In the New Testament, Christians are instructed to sing psalms to God as a way of worshiping him.   	['H2158', 'H2167', 'H4210', 'G5567', 'G5568']	 david, faith, joy, moses, holy)	* Acts 13:33* Acts 13:35* Colossians 03:16* Luke 20:42
160	purify	kt	pure, purify, purity, purification, sincere	To be "pure" means to have no flaw or to have nothing mixed in that is not supposed to be there. To purify something is to cleanse it and remove anything that contaminates or pollutes it.  * In regard to Old Testament laws, "purify" and "purification" refer mainly to the cleansing from things that make an object or a person ritually unclean, such as disease, body fluids, or childbirth. * The Old Testament also had laws telling people how to be purified from sin, usually by the sacrifice of an animal. This was only temporary and the sacrifices had to be repeated over and over again. * In the New Testament, to be purified often refers to being cleansed from sin. * The only way that people can be completely and permanently purified from sin is through repenting and receiving God's forgiveness, through trusting in Jesus and his sacrifice.	['H1249', 'H1305', 'H2134', 'H2135', 'H2141', 'H2212', 'H2398', 'H2403', 'H2889', 'H2890', 'H2891', 'H2892', 'H2893', 'H3795', 'H3800', 'H5343', 'H5462', 'H6337', 'H6884', 'H6942', 'G48', 'G49', 'G53', 'G54', 'G1506', 'G2511', 'G2512', 'G2513']	 atonement, clean, spirit	* 1 Timothy 01:05* Exodus 31:6-9* Hebrews 09:13-15* James 04:08* Luke 02:22* Revelation 14:04
161	rabbi	kt	Rabbi	The term "Rabbi" literally means "my master" or "my teacher."  * It was a title of respect that was used to address a man who was a Jewish religious teacher, especially a teacher of God's laws. * Both John the Baptist and Jesus were sometimes called "Rabbi" by their disciples.	['G4461']	 teacher)	* John 01:49-51* John 06:24-25* Mark 14:43-46* Matthew 23:8-10
162	ransom	kt	ransom, ransomed	The term "ransom" refers to a sum of money or other payment that is demanded or paid for the release of a person who is held captive.  * As a verb, to "ransom" means to make a payment or to do something self-sacrificially in order to rescue someone who has been captured, enslaved or imprisoned. This meaning of "buy back" is similar to the meaning of "redeem." * Jesus allowed himself to be killed as a ransom to free sinful people from their enslavement to sin. This act of God buying back his people through paying the penalty of their sin is also called "redemption" in the Bible.	['H1350', 'H3724', 'H6299', 'H6304', 'G487', 'G3083']	 atonement, redeem)	* 1 Timothy 02:06* Isaiah 43:03* Job 06:23* Leviticus 19:20* Matthew 20:28* Psalms 049:07
163	reconcile	kt	reconcile, reconciles, reconciled, reconciliation	To "reconcile" and "reconciliation" refer to "make peace" between people who were formerly enemies of each other. "Reconciliation" is that act of making peace  * In the Bible, this term usually refer to Gods reconciling people to himself through the sacrifice of his Son, Jesus Christ. * Because of sin, all human beings are God's enemies. But because of his compassionate love, God provided a way for people to be reconciled to him through Jesus. * Through trusting in Jesus' sacrifice as payment for their sin, people can be forgiven and have peace with God.	['G604', 'G1259', 'G2643', 'G2644']	 peace, sacrifice)	* 2 Corinthians 05:19* Colossians 01:18-20* Matthew 05:24* Proverbs 13:17-18* Romans 05:10
164	redeem	kt	redeem, redeems, redemption, redeemer	To "redeem" and "redemption" refer to buy back something or someone that was previously owned or held captive. "Redemption" is the action of doing that. A "redeemer" is someone who redeems something or someone.   * God gave laws to the Israelites about how to redeem people or things. * For example, someone could redeem a person who was in slavery by paying the price so that the slave could go free. The word "ransom" also refers to this practice. * If someone's land had been sold, a relative of that person could "redeem" or "buy back" that land so that it would stay in the family. * These practices show how God redeems people who are in slavery to sin. When he died on the cross, Jesus paid the full price for people's sins and redeemed all those who trust in him for salvation. People who have been redeemed by God are set free from sin and its punishment.	['H1350', 'H1353', 'H6299', 'H6302', 'H6306', 'H7069', 'G59', 'G629', 'G1805', 'G3084', 'G3085']	 free, ransom	* Colossians 01:13-14* Ephesians 01:7-8* Ephesians 05:16* Galatians 03:13-14* Galatians 04:05* Luke 02:38* Ruth 02:20
165	remnant	kt	remnant	The term "remnant" literally refers to people or things that are "remaining" or "left over" from a larger amount or group.  * Often a "remnant" refers to people who survive a life-threatening situation or who remain faithful to God while undergoing persecution. * Isaiah referred to a group of Jews as being a remnant who would survive attacks from outsiders and live to return to the Promised Land in Canaan. * Paul talks about there being a "remnant" of people who were chosen by God to receive his grace. * The term "remnant" implies that there were other people who did not remain faithful or who did not survive or who were not chosen.	['H3498', 'H3499', 'H6413', 'H7604', 'H7605', 'H7611', 'H8300', 'G2640', 'G3005']		* Acts 15:17* Amos 09:12* Ezekiel 06:8-10* Genesis 45:07* Isaiah 11:11* Micah 04:6-8
166	repent	kt	repent, repents, repented, repentance	The terms "repent" and "repentance" refer to turning away from sin and turning back to God.  * To "repent" literally means to "change one's mind." * In the Bible, "repent" usually means to turn away from a sinful, human way of thinking and acting, and to turn to God's way of thinking and acting. * When people truly repent of their sins, God forgives them and helps them start obeying him.	['H5162', 'G278', 'G3338', 'G3340', 'G3341']	 forgive, sin, turn)	* Acts 03:19-20* Luke 03:3* Luke 03:8* Luke 05:32* Luke 24:47* Mark 01:14-15* Matthew 03:03* Matthew 03:11* Matthew 04:17* Romans 02:04
167	restore	kt	restore, restores, restored, restoration, bring back	The terms "restore" and "restoration" refer to causing something to return to its original and better condition.  * When a diseased body part is restored, this means it has been "healed." * A broken relationship that is restored has been "reconciled." God restores sinful people and brings them back to himself. * If people have been restored to their home country, they have been "brought back" or "returned" to that country.	['H7725', 'H7999', 'H8421', 'G600', 'G2675']		* 2 Kings 05:10* Acts 03:21* Acts 15:15-18* Isaiah 49:5-6* Jeremiah 15:19-21* Lamentations 05:22* Leviticus 06:5-7* Luke 19:08* Matthew 12:13* Psalm 080:1-3
168	resurrection	kt	resurrection	The term "resurrection" refers to the act of becoming alive again after having died.  * To resurrect someone means to bring that person back to life again. Only God has the power to do this. * The word "resurrection" often refers to Jesus' coming back to life after he died. * When Jesus said, "I am the Resurrection and the Life" he meant that he is the source of resurrection, and the one who causes people to come back to life.	['G386', 'G1454', 'G1815']		* 1 Corinthians 15:13* 1 Peter 03:21* Hebrews 11:35* John 05:28-29* Luke 20:27* Luke 20:36* Matthew 22:23* Matthew 22:30* Philippians 03:11
169	reveal	kt	reveal, reveals, revealed, revelation	The term "reveal" means to cause something to be known. A "revelation" is something that has been made known.  * God has revealed himself through everything he has created and through his communication with people by spoken and written messages. * God also reveals himself through dreams or visions. * When Paul said that he received the gospel by "revelation from Jesus Christ," he means that Jesus himself explained the gospel to him. * In the New Testament book "Revelation" is about God revealed events that will happen in the end times. He revealed them to the apostle John through visions.	['H241', 'H1540', 'H1541', 'G601', 'G602', 'G5537']	 goodnews, goodnews, dream, vision)	* Daniel 11:1-2* Ephesians 03:05* Galatians 01:12* Lamentations 02:13-14* Matthew 10:26* Philippians 03:15* Revelation 01:01
170	righteous	kt	righteous, righteousness, unrighteous, unrighteousness, upright, uprightness, do what is right	The term "righteousness" refers to God's absolute goodness, justice, faithfulness, and love. Having these qualities makes God "righteous." Because God is righteous, he must condemn sin.  * These terms are also often used to describe a person who obeys God and is morally good. However, because all people have sinned, no one except God is completely righteous. * Examples of people the Bible who were called "righteous" include Noah, Job, Abraham, Zachariah, and Elisabeth. * When people trust in Jesus to save them, God cleanses them from their sins and declares them to be righteous because of Jesus' righteousness.  The term "unrighteous" means to be sinful and morally corrupt. "Unrighteousness" refers to sin or the condition of being sinful.  * These terms especially refer to living in a way that disobeys God's teachings and commands. * Unrighteous people are immoral in their thoughts and actions. * Sometimes "the unrighteous" refers specifically to people who do not believe in Jesus.  The terms "upright" and "uprightness" refer to acting in a way that follows God's laws.  * The meaning of these words includes the idea of standing up straight and looking directly ahead. * A person who is "upright" is someone who obeys God's rules and does not do things that are against his will. * Terms such as "integrity" and "righteous" have similar meanings and are sometimes used in parallelism constructions, such as "integrity and uprightness."  (See: parallelism)	['H205', 'H2555', 'H3072', 'H3474', 'H3476', 'H3477', 'H3483', 'H4334', 'H4339', 'H5228', 'H5229', 'H5324', 'H5765', 'H5766', 'H5767', 'H5977', 'H6662', 'H6663', 'H6664', 'H6665', 'H6666', 'H8535', 'H8537', 'H8549', 'H8552', 'G93', 'G94', 'G458', 'G1341', 'G1342', 'G1343', 'G1344', 'G1345', 'G1346']	 evil, faithful, good, holy, integrity, justice, law, lawofmoses, obey, purify, righteous, sin, lawful	* Deuteronomy 19:16* Job 01:08* Psalms 037:30* Psalms 049:14* Psalms 107:42* Ecclesiastes 12:10-11* Isaiah 48:1-2* Ezekiel 33:13* Malachi 02:06* Matthew 06:01* Acts 03:13-14* Romans 01:29-31* 1 Corinthians 06:09* Galatians 03:07* Colossians 03:25* 2 Thessalonians 02:10* 2 Timothy 03:16* 1 Peter 03:18-20* 1 John 01:09* 1 John 05:16-17
171	righthand	kt	right hand, right hands	The figurative expression "right hand" refers to the place of honor or strength on the right side of a ruler or other important individual.  * The right hand is also used as a symbol of power, authority, or strength. * The Bible describes Jesus as sitting "at the right hand of" God the Father as the head of the body of believers (the Church) and in control as ruler of all creation. * A person's right hand was used to show special honor when placed on the head of someone being given a blessing (as when the patriarch Jacob blessed Joseph's son Ephraim). * To "serve at the right hand" of someone means to be the one whose service is especially helpful and important to that person.	['H3225', 'G1188']	 accuse, evil, honor, mighty, punish, rebel)	* Acts 02:33* Colossians 03:01* Galatians 02:09* Genesis 48:14* Hebrews 10:12* Lamentations 02:03* Matthew 25:33* Matthew 26:64* Psalms 044:03* Revelation 02:1-2
172	sabbath	kt	Sabbath	The term "Sabbath" refers to the seventh day of the week, which God commanded the Israelites to set apart as a day of rest and doing no work.  * After God finished creating the world in six days, he rested on the seventh day. In the same way, God commanded the Israelites to set aside the seventh day as a special day to rest and worship him. * The command to "keep the Sabbath holy" is one of the ten commandments that God wrote on the stone tablets that he gave Moses for the Israelites. * Following the Jewish system of counting days, the Sabbath begins on Friday at sundown and lasts until Saturday at sundown. * Sometimes in the Bible the Sabbath is called "Sabbath day" rather than only the Sabbath.	['H7676', 'H7677', 'G4315', 'G4521']	 rest)	* 2 Chronicles 31:2-3* Acts 13:26-27* Exodus 31:14* Isaiah 56:6-7* Lamentations 02:06* Leviticus 19:03* Luke 13:14* Mark 02:27* Matthew 12:02* Nehemiah 10:32-33
173	sadducee	kt	Sadducee, Sadducees	The Sadducees were a political group of Jewish priests during the time of Jesus Christ. They supported Roman rule and did not believe in the resurrection.  * Many Sadducees were wealthy, upper-class Jews who held powerful leadership positions such as chief priest and high priest. * The duties of the Sadducees included taking care of the temple complex and priestly tasks such as offering sacrifices. * The Sadducees and the Pharisees strongly influenced the Roman leaders to crucify Jesus. * Jesus spoke against these two religious groups because of their selfishness and hypocrisy.    )	['G4523']	 chiefpriests, council, highpriest, hypocrite, jewishleaders, pharisee, priest	* Acts 04:03* Acts 05:17-18* Luke 20:27* Matthew 03:07* Matthew 16:01
174	saint	kt	saint, saints, God's holy people, holy ones, holy people	The term "saints" literally means "holy ones" and refers to believers in Jesus.  * Later in church history, a person known for his good works was given the title "saint," but that was not how this term was used during New Testament times. * Believers in Jesus are saints or holy ones, not because of what they have done, but rather because of their faith in the saving work of Jesus Christ. He is the one who makes them holy.	['H6918', 'H6922', 'G40']		* 1 Timothy 05:10* 2 Corinthians 09:12-15* Revelation 16:06* Revelation 20:9-10
175	salvation	kt					
176	sanctify	kt	sanctify, sanctifies, sanctification	To sanctify is to set apart or to make holy. Sanctification is the process of being made holy.  * In the Old Testament, certain people and things were sanctified, or set apart, for service to God. * The New Testament teaches that God sanctifies people who believe in Jesus. That is, he makes them holy and sets them apart to serve him. * Believers in Jesus are also commanded to sanctify themselves to God, to be holy in everything they do.	['H6942', 'G37', 'G38']	 consecrate, holy, setapart)	* 1 Thessalonians 04:3-6* 2 Thessalonians 02:13* Genesis 02:1-3* Luke 11:2* Matthew 06:8-10
177	sanctuary	kt	sanctuary	The term "sanctuary" literally means "holy place" and refers to a place that God has made sacred and holy. It also can refer to a place that provides protection and safety.  * In the Old Testament, the term "sanctuary" was often used to refer to the tabernacle or temple building where the "holy place" and "most holy place" were located. * God referred to the sanctuary as the place where he lived among his people, the Israelites. * He also called himself a "sanctuary" or safe place for his people where they can find protection.	['H4720', 'H6944', 'G39']	 holy, holyspirit, holy, setapart, tabernacle, tax, temple, )	* Amos 07:13* Exodus 25:3-7* Ezekiel 25:03* Hebrews 08:1-2* Luke 11:49-51* Numbers 18:01* Psalms 078:69
178	satan	kt	Satan, devil, evil one	Although the devil is a spirit being that God created, he rebelled against God and became God's enemy. The devil is also called "Satan" and "the evil one."  * The devil hates God and all that God created because he wants to take the place of God and be worshiped as God. * Satan tempts people to rebel against God. * God sent his Son, Jesus, to rescue people from Satan's control. * The name "Satan" means "adversary" or "enemy." * The word "devil" means "accuser."	['H7854', 'G1140', 'G1228', 'G4190', 'G4566', 'G4567']	 demon, evil, kingdomofgod, tempt)	* 1 John 03:08* 1 Thessalonians 02:17-20* 1 Timothy 05:15* Acts 13:10* Job 01:08* Mark 08:33* Zechariah 03:01
179	save	kt	save, saves, saved, safe, salvation	The term "save" refers to keeping someone from experiencing something bad or harmful. To "be safe" means to be protected from harm or danger.  * In a physical sense, people can be saved or rescued from harm, danger, or death. * In a spiritual sense, if a person has been "saved," then God, through Jesus' death on the cross, has forgiven him and rescued him from being punished in hell for his sin. * People can save or rescue people from danger, but only God can save people from being punished eternally for their sins.  The term "salvation" refers to being saved or rescued from evil and danger.  * In the Bible, "salvation" usually refers to the spiritual and eternal deliverance granted by God to those who repent of their sins and believe in Jesus. * The Bible also talks about God saving or delivering his people from their physical enemies.	['H983', 'H2421', 'H2502', 'H3444', 'H3467', 'H3468', 'H4190', 'H4422', 'H4931', 'H5338', 'H6308', 'H6403', 'H7682', 'H7965', 'H8104', 'H8199', 'H8668', 'G803', 'G804', 'G1295', 'G1508', 'G4982', 'G4991', 'G4992', 'G5198']	 cross, deliverer, punish, sin, savior	* Genesis 49:18* Genesis 47:25-26* Psalms 080:03* Jeremiah 16:19-21* Micah 06:3-5* Luke 02:30* Luke 08:36-37* Acts 04:12* Acts 28:28* Acts 02:21* Romans 01:16* Romans 10:10* Ephesians 06:17* Philippians 01:28* 1 Timothy 01:15-17* Revelation 19:1-2
180	savior	kt	Savior, savior	The term "savior" refers to a person who saves or rescues others from danger. It can also refer to someone who gives strength to others or provides for them.  * In the Old Testament, God is referred to as Israel's Savior because he often rescued them from their enemies, gave them strength, and provided them with what they needed to live. * In the New Testament, "Savior" is used as a description or title for Jesus Christ because he saves people from being eternally punished for their sin. He also saves them from being controlled by their sin.	['H3467', 'G4990']	 deliverer, jesus, save, save	* 1 Timothy 04:10* 2 Peter 02:20* Acts 05:29-32* Isaiah 60:15-16* Luke 01:47* Psalms 106:19-21
181	scribe	kt	scribe, scribes	Scribes were officials who were responsible for writing or copying important government or religious documents by hand. Another name for a Jewish scribe was "expert in Jewish law."  * Scribes were responsible for copying and preserving the books of the Old Testament. * They also copied, preserved, and interpreted religious opinions and commentary on the law of God. * At times, scribes were important government officials. * Important biblical scribes include Baruch and Ezra. * In the New Testament, the term translated "scribes" was also translated as "teachers of the Law." * In the New Testament, scribes were usually part of the religious group called the "Pharisees," and the two groups were frequently mentioned together.    )	['H5608', 'H5613', 'H7083', 'G1122']	 lawofmoses, pharisee	* Acts 04:05* Luke 07:29-30* Luke 20:47* Mark 01:22* Mark 02:16* Matthew 05:19-20* Matthew 07:28* Matthew 12:38* Matthew 13:52
